PR-AUC,ROC-AUC,Recall,Precision,F1,F2,Brier
0.4668282758152885,0.6520341360766894,0.8681318681318682,0.3872549019607843,0.535593220338983,0.6954225352112676,0.20921316742897034
0.4226588753804854,0.6149425287356323,0.8390804597701149,0.3459715639810427,0.4899328859060403,0.6529516994633273,0.20705458521842957
0.507823326744029,0.6609988776655443,0.8181818181818182,0.4090909090909091,0.5454545454545454,0.6818181818181818,0.21859799325466156
0.4907956354325953,0.6648169336384441,0.8736842105263158,0.3952380952380952,0.5442622950819672,0.7033898305084746,0.21258515119552612
0.3844245452757952,0.6008454106280192,0.7638888888888888,0.28205128205128205,0.41198501872659177,0.5693581780538303,0.18674427270889282
0.4114339384884291,0.6810746109855034,0.8493150684931506,0.3054187192118227,0.4492753623188406,0.6262626262626263,0.179419606924057
0.49152562970089353,0.6837964101303171,0.8795180722891566,0.365,0.5159010600706714,0.6860902255639098,0.19242256879806519
0.4425355828446133,0.6617553259344304,0.8717948717948718,0.33497536945812806,0.48398576512455516,0.6601941747572816,0.1892719715833664
0.4795514833186701,0.6741834170854271,0.8625,0.3399014778325123,0.4876325088339223,0.6596558317399618,0.18855543434619904
0.4667556363453378,0.6927015815400571,0.881578947368421,0.32682926829268294,0.47686832740213525,0.6581532416502947,0.18102669715881348
0.44827675723330734,0.6696835443037974,0.8734177215189873,0.3484848484848485,0.4981949458483754,0.6712062256809338,0.19008193910121918
0.38403553141522523,0.6454643048845947,0.8194444444444444,0.30256410256410254,0.4419475655430712,0.6107660455486542,0.18313169479370117
0.41447241315757377,0.64149008885851,0.8,0.27586206896551724,0.41025641025641024,0.5797101449275363,0.1786668300628662
0.48452304812019814,0.6465356893745641,0.8478260869565217,0.3804878048780488,0.5252525252525253,0.680628272251309,0.21031317114830017
0.49587217456390276,0.681154214559387,0.8390804597701149,0.365,0.5087108013937283,0.666058394160584,0.1993020921945572
0.5023220696071851,0.6945029094960999,0.8902439024390244,0.35960591133004927,0.512280701754386,0.687382297551789,0.18846337497234344
0.5075224959605628,0.691107362332811,0.8372093023255814,0.3711340206185567,0.5142857142857142,0.6691449814126395,0.19557254016399384
0.49288445272725034,0.6557913887204365,0.8117647058823529,0.345,0.4842105263157895,0.6388888888888888,0.1973542869091034
0.4962064795512032,0.7074509803921569,0.8533333333333334,0.31683168316831684,0.4620938628158845,0.6374501992031872,0.17600880563259125
0.4608811269020888,0.6635536398467433,0.9540229885057471,0.3624454148471616,0.5253164556962026,0.7192374350086655,0.20185787975788116
0.3848242189935883,0.5912107258938245,0.704225352112676,0.2631578947368421,0.3831417624521073,0.5274261603375527,0.18398824334144592
0.476453159881134,0.6551282051282051,0.8690476190476191,0.35436893203883496,0.503448275862069,0.6734317343173432,0.19683097302913666
0.4982736798333094,0.6431010928961748,0.8229166666666666,0.37264150943396224,0.512987012987013,0.662751677852349,0.21294932067394257
0.4991681320068676,0.6747472128597355,0.8421052631578947,0.3137254901960784,0.45714285714285713,0.6299212598425197,0.18167120218276978
0.4900580862890821,0.6912838925343568,0.8780487804878049,0.3380281690140845,0.488135593220339,0.6654343807763401,0.18908406794071198
0.5157480865145856,0.6566217732884398,0.8585858585858586,0.4228855721393035,0.5666666666666667,0.711892797319933,0.21929650008678436
0.465744976548353,0.6657428605856127,0.8372093023255814,0.37894736842105264,0.5217391304347826,0.6741573033707865,0.20129139721393585
0.5326306506578307,0.6768774703557312,0.8586956521739131,0.3853658536585366,0.531986531986532,0.6893542757417103,0.2053813934326172
0.46894148329414187,0.6845665708812261,0.8735632183908046,0.38578680203045684,0.5352112676056338,0.6972477064220184,0.20034369826316833
0.5013479900331191,0.5846691769768693,0.7727272727272727,0.4146341463414634,0.5396825396825397,0.6589147286821705,0.2457684725522995
0.5305105381656193,0.7014384066879764,0.8795180722891566,0.36318407960199006,0.5140845070422535,0.6848030018761726,0.1901632696390152
0.42771074518411656,0.63640522875817,0.8266666666666667,0.3054187192118227,0.4460431654676259,0.6163021868787276,0.1854650378227234
0.45245530529449446,0.6824183006535949,0.8533333333333334,0.31840796019900497,0.463768115942029,0.6387225548902196,0.18047280609607697
0.5180308537868837,0.6873982794698907,0.8586956521739131,0.4010152284263959,0.5467128027681661,0.6991150442477876,0.2058306783437729
0.42033966644847975,0.6691503267973856,0.88,0.3127962085308057,0.46153846153846156,0.6457925636007827,0.18457001447677612
0.4652643582885295,0.6851851851851851,0.8333333333333334,0.3191489361702128,0.46153846153846156,0.6302521008403361,0.1759186089038849
0.49608812081435044,0.7181322013341419,0.8823529411764706,0.373134328358209,0.5244755244755245,0.6931608133086876,0.19286663830280304
0.46569116342279016,0.6928481012658229,0.8860759493670886,0.3349282296650718,0.4861111111111111,0.6666666666666666,0.18508674204349518
0.38964897630826945,0.6073260073260073,0.8214285714285714,0.3317307692307692,0.4726027397260274,0.6341911764705882,0.20501519739627838
0.5253443811857026,0.67924760265552,0.8313253012048193,0.34328358208955223,0.4859154929577465,0.6472795497185742,0.18887019157409668
0.5356505799725523,0.6899313501144165,0.9052631578947369,0.41346153846153844,0.5676567656765676,0.7312925170068028,0.2086135596036911
0.34213529578527696,0.617634996582365,0.8857142857142857,0.30392156862745096,0.45255474452554745,0.640495867768595,0.18534521758556366
0.4721831850215359,0.6746192289386006,0.8863636363636364,0.3786407766990291,0.5306122448979592,0.6989247311827957,0.20149366557598114
0.5083649324642707,0.6927753097965865,0.9010989010989011,0.37962962962962965,0.5342019543973942,0.7068965517241379,0.20194800198078156
0.4673168764147829,0.685379746835443,0.8987341772151899,0.3497536945812808,0.5035460992907801,0.6840077071290944,0.18709251284599304
0.5080603130739154,0.6506747554785193,0.8536585365853658,0.3286384976525822,0.4745762711864407,0.6469500924214417,0.191927969455719
0.4020967106245013,0.6166092943201377,0.8072289156626506,0.335,0.4734982332155477,0.6296992481203008,0.2038360983133316
0.5008662739305216,0.6396437027849813,0.8877551020408163,0.41037735849056606,0.5612903225806452,0.7201986754966887,0.22136268019676208
0.4055801469942886,0.6047653256704981,0.8390804597701149,0.35609756097560974,0.5,0.6600361663652803,0.2109559327363968
0.3569242984201826,0.6272043745727957,0.8428571428571429,0.2822966507177033,0.4229390681003584,0.6032719836400818,0.1826191544532776
